PROYECTO;TAREA;DESCRIPCION;SECCION;FECHA;PERIODICIDAD;ORDEN;RESPONSABLE;CODPROY;CODTAREA;ETIQUETA;CODIGO;TIPO;ORDEN;CODCLI2;1;
Ruta Dario Jueves;11975, DUNAS,PARQUE DEL PLATA NORTE (3%dto);"??????/// Marcador 134
lat/lng: (-34.74643,-55.71194)
[http://maps.google.com/?q=-34.74642711145462,-55.711940824985504](http://maps.google.com/?q=-34.74642711145462,-55.711940824985504)";;2025-01-30T03:00:00.000Z;cada jueves;1;26988122;2236031630;8176610948;;11975;Ruta;1;11975;;
Ruta Dario Jueves;22644, PAULA JUAREZ (kiosco Rotonda floresta) se visita de mañana y de tarde antes de las 14hs;??/// http://maps.google.com/?q=-34.75438427180358,-55.67569009959698;;2025-01-30T03:00:00.000Z;cada jueves;2;26988122;2236031630;3898370174;;22644;Ruta;1;22644;;
Ruta Dario Jueves;22144, PANADERIA FLORESTA;????/// http://maps.google.com/?q=-34.754395290362,-55.674883760511;;2025-01-30T03:00:00.000Z;cada jueves;3;26988122;2236031630;3898370225;;22144;Ruta;1;22144;;
Ruta Dario Jueves;62783,ANDREA ESCOBAR ( kiosco iglesia Atl);??/// http://maps.google.com/?q=-34.77445792141012,-55.75941324234008;;2025-01-30T03:00:00.000Z;cada jueves;4;26988122;2236031630;6985664788;;62783;Ruta;1;62783;;
Ruta Dario Jueves;22146, PETROBRAS FLORESTA;????/// http://maps.google.com/?q=-34.749407865093055,-55.68400360643864;;2025-01-30T03:00:00.000Z;cada jueves;5;26988122;2236031630;4568675776;;22146;Ruta;1;22146;;
Ruta Dario Jueves;11868, SUPER PARQUE DEL PLATA;??/// http://maps.google.com/?q=-34.76665114879736,-55.72053730487823;;2025-01-30T03:00:00.000Z;cada jueves;6;26988122;2236031630;8197898396;;11868;Ruta;1;11868;;
Ruta Dario Jueves;22141, NADIRAL (Lo hace Hugo );??/// http://maps.google.com/?q=-34.759421252486774,-55.67694637924433;;2025-01-30T03:00:00.000Z;cada jueves;7;26988122;2236031630;8318303562;;22141;Ruta;1;22141;;
Ruta Dario Jueves;23450,  MENTA Y ALVAREZ. ( 1.5% dto);"??/// Marcador 202
lat/lng: (-34.75915,-55.67704)
http://maps.google.com/?q=-34.75915186470984,-55.67704427987337";;2025-01-30T03:00:00.000Z;cada jueves;8;26988122;2236031630;3898370208;;23450;Ruta;1;23450;;
Ruta Dario Jueves;22791, KIOSCO TIA ISA;????/// http://maps.google.com/?q=-34.76845873049822,-55.65431691706180;;2025-01-30T03:00:00.000Z;cada jueves;9;26988122;2236031630;3898370204;;22791;Ruta;1;22791;;
Ruta Dario Jueves;80059, DON BARTOLO,TAMARA CARBALLO;??/// http://maps.google.com/?q=-34.76477935250913,-55.61300788074732;;2025-01-30T03:00:00.000Z;CADA JUEVES;10;26988122;2236031630;6229921527;;80059;Ruta;1;80059;;
Ruta Dario Jueves;61905, BAR SAN CONO;??/// http://maps.google.com/?q=-34.73924200624547,-55.68182598799467;;2025-01-30T03:00:00.000Z;cada jueves;11;26988122;2236031630;6399520345;;61905;Ruta;1;61905;;
Ruta Dario Jueves;61731, PANADERIA LA NUEVA SOCA;??/// http://maps.google.com/?q=-34.6841342494909,-55.7017960399389;;2025-01-30T03:00:00.000Z;cada jueves;12;26988122;2236031630;6399521534;;61731;Ruta;1;61731;;
Ruta Dario Jueves;61428, LUCHO;??/// http://maps.google.com/?q=-34.684200968407076,-55.701396055519574;;2025-01-30T03:00:00.000Z;cada jueves;13;26988122;2236031630;6399522036;;61428;Ruta;1;61428;;
Ruta Dario Jueves;61920,Auto LayBon;??/// http://maps.google.com/?q=-34.68256716659339,-55.6979936733842;;2025-01-30T03:00:00.000Z;cada jueves;14;26988122;2236031630;6399523552;;61920;Ruta;1;61920;;
Ruta Dario Jueves;61767, K. FERFE;??/// http://maps.google.com/?q=-34.68412432435828,-55.69759771227836;;2025-01-30T03:00:00.000Z;cada jueves;15;26988122;2236031630;6399523951;;61767;Ruta;1;61767;;
Ruta Dario Jueves;61494, PROV. SAN JORGE;??/// http://maps.google.com/?q=-34.683401992067836,-55.70271838456392;;2025-01-30T03:00:00.000Z;CADA JUEVES;16;26988122;2236031630;6399524327;;61494;Ruta;1;61494;;
Ruta Dario Jueves;61371, JIMENA BUENOS;??/// http://maps.google.com/?q=-34.68373007507247,-55.70771332830191;;2025-01-30T03:00:00.000Z;cada jueves;17;26988122;2236031630;6399524946;;61371;Ruta;1;61371;;
Ruta Dario Jueves;61642, PROVISION LUCAS;??/// http://maps.google.com/?q=-34.68761541636025,-55.70274788886309;;2025-01-30T03:00:00.000Z;cada jueves;18;26988122;2236031630;6399525400;;61642;Ruta;1;61642;;
Ruta Dario Jueves;61925,Almacén Celeste ( soca),;??/// http://maps.google.com/?q=-34.68417753408313,-55.7055625319481;;2025-01-30T03:00:00.000Z;CADA JUEVES;19;26988122;2236031630;6399526982;;61925;Ruta;1;61925;;
Ruta Dario Jueves;80263,SALON EL CHINO;"??/// Marcador 50
2024/10/24 @ 12:43:29
http://maps.google.com/?q=-34.68437213070302,-55.70525717974649";;2025-01-30T03:00:00.000Z;CADA JUEVES;20;26988122;2236031630;7562473081;;80263;Ruta;1;80263;;
Ruta Dario Jueves;80262,VERDULERIA LA FAMILIA;"??/// Marcador 48
2024/10/24 @ 12:06:29
http://maps.google.com/?q=-34.6840677,-55.7038075";;2025-01-30T03:00:00.000Z;CADA JUEVES;21;26988122;2236031630;7562479277;;80262;Ruta;1;80262;;
Ruta Dario Jueves;80265,LOS AVILEÑOS;"??/// Marcador 53
2024/10/24 @ 13:31:11
http://maps.google.com/?q=-34.769547799999984,-55.61391449999999";;2025-01-30T03:00:00.000Z;CADA JUEVES;22;26988122;2236031630;7658181106;;80265;Ruta;1;80265;;
Ruta Dario Jueves;80267,KIOSCO FLORESTA;??///;;2025-01-30T03:00:00.000Z;CADA JUEVES;23;26988122;2236031630;7714143076;;80267;Ruta;1;80267;;
Ruta Dario Jueves;80282,GAUDEO SRL;??/// http://maps.google.com/?q=-34.683972, -55.704640;;2025-01-30T03:00:00.000Z;CADA JUEVES;24;26988122;2236031630;8009813226;;80282;Ruta;1;80282;;
Ruta Dario Jueves;80281,PLAN B;??/// http://maps.google.com/?q=-34.686090, -55.705386;;2025-01-30T03:00:00.000Z;CADA JUEVES;25;26988122;2236031630;8009805875;;80281;Ruta;1;80281;;
Ruta Dario Jueves;80283,ALM.EL ONCE;??/// http://maps.google.com/?q=-34.771273, -55.757842;;2025-01-30T03:00:00.000Z;CADA JUEVES;26;26988122;2236031630;8009816823;;80283;Ruta;1;80283;;
Ruta Dario Jueves;80292,AGROPECUARIA;??/// http://maps.google.com/?q=-34.769391, -55.614525;;2025-01-30T03:00:00.000Z;CADA JUEVES;27;26988122;2236031630;8240530855;;80292;Ruta;1;80292;;
Ruta Dario Jueves;80233,MINIMARKET Y ROTI EL REPECHO;"????/// Marcador 62
2024/10/28 @ 10:59:28
http://maps.google.com/?q=-34.7690565,-55.577955";;2025-01-30T03:00:00.000Z;cada jueves;28;26988122;2236031630;8191497306;;80233;Ruta;1;80233;;
Ruta Dario Jueves;80303, LA PALMERA;http://maps.google.com/?q=-34.737352,-55.686760;;2025-01-30T03:00:00.000Z;CADA JUE;29;26988122;2236031630;8424892653;;80303;Ruta;1;80303;;
Ruta Dario Jueves;80301, GUERRERO BATISTA SANTIAGO;??/// http://maps.google.com/?q=-34.773086, -55.761351;;2025-01-30T03:00:00.000Z;CADA JUE;30;26988122;2236031630;8424927999;;80301;Ruta;1;80301;;
Ruta Dario Jueves;61831, ALM. Y BAR LA PICADA (SOCA);;;2025-01-30T03:00:00.000Z;CADA JUE;31;26988122;2236031630;7240291624;;61831;Ruta;1;61831;;
Ruta Dario Jueves;80001, Provisión nélida ( estación Floresta);??/// http://maps.google.com/?q=-34.729433659681646,-55.68670593202114;;2025-01-30T03:00:00.000Z;CADA JUE;32;26988122;2236031630;4072939629;;80001;Ruta;1;80209;;
Ruta Dario Jueves;61813, KIOSCO MARTIN (Soca);;;2025-01-30T03:00:00.000Z;CADA JUE;33;26988122;2236031630;8138082399;;61813;Ruta;1;61813;;
Ruta Dario Jueves;80132,PIZZERIA EL ALEMAN (Soca);;;2025-01-30T03:00:00.000Z;CADA JUE;34;26988122;2236031630;7321615879;;80132;Ruta;1;80132;;
Ruta Dario Jueves;23020, SALON DAGUS (LA FLORESTA);;;2025-02-06T03:00:00.000Z;CADA 14 DIAS;35;26988122;2236031630;4585597498;;23020;Ruta;1;23020;;
Ruta Dario Jueves;12269, AILEN CARDOZO ALBARENGO;"??/// Marcador 71
lat/lng: (-34.77281,-55.82666)
[http://maps.google.com/?q=-34.77280827689024,-55.82666393369436](http://maps.google.com/?q=-34.77280827689024,-55.82666393369436)";;2025-01-30T12:00:00.000Z;cada jue 9:00;36;26988122;2236031630;8318317542;;12269;Ruta;1;12269;;
Ruta Dario Jueves;11910, LA 1 ALEJANDRA PAGANI (Parque del Plata);????/// http://maps.google.com/?q=-34.76939734636797,-55.72957701981068;;2025-01-30T03:00:00.000Z;cada jue;37;26988122;2236031630;8655696323;;11910;Ruta;1;11910;;
Ruta Dario Jueves;80117, ALMACEN LOCOS (ESTACION FLORESTA);;;2025-01-30T03:00:00.000Z;cada jue;38;26988122;2236031630;4630451470;;80117;Ruta;1;80117;;
Ruta Dario Jueves;80166, GAMBETTA ECHEVERRY (poner ubicacion);;;2025-01-30T03:00:00.000Z;cada jue;39;26988122;2236031630;6559448699;;80166;Ruta;1;80166;;
Ruta Dario Jueves;62950, MANU;??/// http://maps.google.com/?q=-34.779849743102154,-55.757437124848366;;2025-01-30T03:00:00.000Z;cada jue;40;26988122;2236031630;8664701827;;62950;Ruta;1;62950;;
Ruta Dario Jueves;80322, ELBA SUAREZ;;;2025-01-30T03:00:00.000Z;CADA JUE;41;26988122;2236031630;8722215340;;80322;Ruta;1;80322;;
Ruta Dario Jueves;80323,SALON GUAZU;;;2025-01-30T03:00:00.000Z;CADA JUEVES;42;26988122;2236031630;8778729193;;80323;Ruta;1;80323;;
Ruta Dario Viernes;11975, DUNAS ( Parque del plata Norte 3%);"??????/// Marcador 134
lat/lng: (-34.74643,-55.71194)
[http://maps.google.com/?q=-34.74642711145462,-55.711940824985504](http://maps.google.com/?q=-34.74642711145462,-55.711940824985504)";;2025-01-31T03:00:00.000Z;cada viernes;1;26988122;2236031645;3898341484;;11975;Ruta;1;11975;;
Ruta Dario Viernes;82191,EL GALPON;??/// http://maps.google.com/?q=-34.7569682,-55.7669689;;2025-01-31T12:00:00.000Z;cada vie 9:00;2;26988122;2236031645;8322543201;;82191;Ruta;1;82191;;
Ruta Dario Viernes;41938, ROSMARI;"??/// Marcador 96
lat/lng: (-34.7458,-55.75967)
[http://maps.google.com/?q=-34.7458022965931,-55.75966536998749](http://maps.google.com/?q=-34.7458022965931,-55.75966536998749)";;2025-01-31T03:00:00.000Z;cada viernes;3;26988122;2236031645;8322523898;;41938;Ruta;1;41938;;
Ruta Dario Viernes;41971,PIZZERIA EL PAPO;"????/// Marcador 22
lat/lng: -34.74857,-55.76248
[http://maps.google.com/?q=-34.748572052790365,-55.762481689453125](http://maps.google.com/?q=-34.748572052790365,-55.762481689453125)";;2025-01-31T03:00:00.000Z;cada viernes;4;26988122;2236031645;8322530021;;41971;Ruta;1;41971;;
Ruta Dario Viernes;41939, LORENA;"??/// Marcador 101
lat/lng: (-34.74895,-55.76612)
[http://maps.google.com/?q=-34.74895304540647,-55.76611842960119](http://maps.google.com/?q=-34.74895304540647,-55.76611842960119)";;2025-01-31T03:00:00.000Z;cada viernes;5;26988122;2236031645;8322525670;;41939;Ruta;1;41939;;
Ruta Dario Viernes;11980, ENRIQUE LEON;????/// http://maps.google.com/?q=-34.77398974518177,-55.74096970260142;;2025-01-31T15:00:00.000Z;cada vie 12:00;6;26988122;2236031645;8322604064;;11980;Ruta;1;11980;;
Ruta Dario Viernes;81145,KIOSCO AVENIDA;????///;;2025-01-31T03:00:00.000Z;cada vie;7;26988122;2236031645;8322644604;;81145;Ruta;1;81145;;
Ruta Dario Viernes;62980, PANDORA (ATLANTIDA) / ATLANTIDA;??/// http://maps.google.com/?q=-34.77239049023157,-55.759938955307;36925545;2025-01-31T12:00:00.000Z;cada vie 9:00;8;26988122;2236031645;8322642805;;62980;Ruta;1;62980;;
Ruta Dario Viernes;81241,AUTO DE MONI;??/// [C. 7 & C. Auxiliar, 15300 Parque del Plata, Departamento de Canelones](https://www.google.es/maps/place/C.+7+%26+C.+Auxiliar,+15300+Parque+del+Plata,+Departamento+de+Canelones/@-34.7563796,-55.7315478,17z/data=!4m10!1m2!2m1!1sesquina+calle+7+y++auxiliar+ruta+inter,+parque+del+plata!3m6!1s0x959ff659235d67b5:0xdd5973fa485a9cb8!8m2!3d-34.756384!4d-55.7289729!15sCjhlc3F1aW5hIGNhbGxlIDcgeSAgYXV4aWxpYXIgcnV0YSBpbnRlciwgcGFycXVlIGRlbCBwbGF0YZIBDGludGVyc2VjdGlvbuABAA!16s%2Fg%2F11f3gfzqpk?entry=ttu);;2025-01-31T03:00:00.000Z;cada viernes;9;26988122;2236031645;8383321997;;81241;Ruta;1;81241;;
Ruta Dario Viernes;22351, SANDRA GERVASINI (Viejo Pancho fte a Caloca);????/// http://maps.google.com/?q=-34.765865087662426,-55.584125854074955;;2025-01-31T03:00:00.000Z;cada viernes;10;26988122;2236031645;7356034992;;22351;Ruta;1;22351;;
Ruta Dario Viernes;"22125,	UN LUGAR AL SUR";??/// http://maps.google.com/?q=-34.77014894744767,-55.59246215969324;36925545;;;11;26988122;2236031645;8341037825;;22125;Ruta;1;22125;;
Ruta Dario Viernes;22138, RODRIGUEZ Y CALOCA (Supermecado cobranza los Vier );??/// http://maps.google.com/?q=-34.76594027883759,-55.58412417769432;;2025-01-31T03:00:00.000Z;cada viernes;12;26988122;2236031645;7356035019;;22138;Ruta;1;22138;;
Ruta Dario Viernes;80100,FACUNDO MARTINEZ ( transferencia seguro);????/// http://maps.google.com/?q=-34.77104926233962,-55.58821521699428;;2025-01-31T03:00:00.000Z;CADA VIERNES;13;26988122;2236031645;7356035080;;80100;Ruta;1;80100;;
Ruta Dario Viernes;22344, ANA MARTINEZ ( La Estancia) tia Facundo traemos pedido de la empresa.;????/// http://maps.google.com/?q=-34.76886579585116,-55.59185363352299;;2025-01-31T03:00:00.000Z;cada viernes;14;26988122;2236031645;7356035106;;22344;Ruta;1;22344;;
Ruta Dario Viernes;22174, ANA MARIA FERNANDEZ ACUÑA ( pescaderia );??/// http://maps.google.com/?q=-34.767193179585036,-55.59324234724044;;2025-01-31T03:00:00.000Z;cada viernes;15;26988122;2236031645;3898370292;;22174;Ruta;1;22174;;
Ruta Dario Viernes;23040, ILOCO ( mandar msj antes);??/// http://maps.google.com/?q=-34.77709948715162,-55.57833261787891;;2025-01-31T03:00:00.000Z;cada viernes;16;26988122;2236031645;3898370329;;23040;Ruta;1;23040;;
Ruta Dario Viernes;23190, LILIAN PALERMO  EL NUEVO ( hincha defensor );??/// http://maps.google.com/?q=-34.77396771329382,-55.57382985949516;;2025-01-31T03:00:00.000Z;cada viernes;17;26988122;2236031645;7356035124;;23190;Ruta;1;23190;;
Ruta Dario Viernes;22360, CLAUDIA DAMIAN ( Super Lilo );????///;;2025-01-31T03:00:00.000Z;cada viernes;18;26988122;2236031645;7356035150;;22360;Ruta;1;22360;;
Ruta Dario Viernes;23055, ROTEPARI ( Pablito Sta. Lucía Este);??/// http://maps.google.com/?q=-34.78872748444973,-55.53522348403931;;2025-01-31T03:00:00.000Z;cada viernes;19;26988122;2236031645;7356035190;;23055;Ruta;1;23055;;
Ruta Dario Viernes;23230, KASI 24  ALEJANDRA ALVAREZ;??????/// http://maps.google.com/?q=-34.791217981869686,-55.49223940819501;;2025-01-31T03:00:00.000Z;CADA VIERNES;20;26988122;2236031645;5095030142;;23230;Ruta;1;23230;;
Ruta Dario Viernes;22873, MINIMERCADO NICO ( Rotonda Cuchilla Alta);????/// http://maps.google.com/?q=-34.792868910290565,-55.49237184226512;;2025-01-31T03:00:00.000Z;cada viernes;21;26988122;2236031645;3898370444;;22873;Ruta;1;22873;;
Ruta Dario Viernes;22038, BAR LA PLAZITA (kiosco pegado a Mini Nico );??/// http://maps.google.com/?q=-34.79304402350773,-55.49204461276531;;2025-01-31T03:00:00.000Z;cada viernes;22;26988122;2236031645;3898370441;;22038;Ruta;1;22038;;
Ruta Dario Viernes;22759, ALCINA HNOS LTDA;????/// http://maps.google.com/?q=-34.7890557002422,-55.4666994139552;;2025-01-31T03:00:00.000Z;cada viernes;23;26988122;2236031645;3898370430;;22759;Ruta;1;22759;;
Ruta Dario Viernes;80231,ALMACEN NOHU ( 1 cuadra de la playa );"??/// Marcador 67
2024/10/28 @ 12:01:12
http://maps.google.com/?q=-34.79215446261853,-55.46157417249222";;2025-01-31T03:00:00.000Z;cada viernes;24;26988122;2236031645;6528213231;;80231;Ruta;1;80231;;
Ruta Dario Viernes;22903, LOS 5.   ( Santa Ana) sobra asfaltada frente a Roti La Roca;??/// http://maps.google.com/?q=-34.78762387680252,-55.46281054615974;;2025-01-31T03:00:00.000Z;cada viernes;25;26988122;2236031645;3898370417;;22903;Ruta;1;22903;;
Ruta Dario Viernes;80280,4 SOLES ( Abigail ) Sta Ana;??/// http://maps.google.com/?q=-34.790882, -55.477888;;2025-01-31T03:00:00.000Z;CADA VIERNES;26;26988122;2236031645;8009799770;;80280;Ruta;1;80280;;
Ruta Dario Viernes;80189, EL RANCHO, Claudia Damian;"??/// Marcador 68
2024/10/28 @ 13:10:16
http://maps.google.com/?q=-34.7833817,-55.4916125";;2025-01-31T03:00:00.000Z;cada viernes;27;26988122;2236031645;3898370369;;80189;Ruta;1;80189;;
Ruta Dario Viernes;22049, JUAN CARLOS DIAZ ( Super Toton );??/// http://maps.google.com/?q=-34.792933063446306,-55.496172532439225;;2025-01-31T03:00:00.000Z;cada viernes;28;26988122;2236031645;3898370453;;22049;Ruta;1;22049;;
Ruta Dario Viernes;80116,ALMACEN EL HORNERO;??/// http://maps.google.com/?q=-34.76127994910307,-55.59510380029678;;2025-01-31T03:00:00.000Z;CADA VIERNES;29;26988122;2236031645;4628513958;;80116;Ruta;1;80116;;
Ruta Dario Viernes;82207,JENNIFER SOLEDAD LOS AMIGOS;????///;;2025-01-31T03:00:00.000Z;CADA VIERNES;30;26988122;2236031645;8390130119;;82207;Ruta;1;82207;;
Ruta Dario Viernes;80304,KIOSCO 29;??/// http://maps.google.com/?q=-34.743670, -55.765922;;2025-01-31T03:00:00.000Z;CADA VIERNES;31;26988122;2236031645;8446465347;;80304;Ruta;1;80304;;
Ruta Dario Viernes;81185, LA CANTINA DEL ALE;"??/// Marcador 63
2024/10/28 @ 11:09:50
http://maps.google.com/?q=-34.78005159566497,-55.56544862687588";;2025-01-31T03:00:00.000Z;CADA VIERNES;32;26988122;2236031645;8555105590;;81185;Ruta;1;81185;;
Ruta Dario Viernes;80313,SOL Y AGU;http://maps.google.com/?q=-34.770816,-55.575468;;2025-01-31T03:00:00.000Z;CADA VIERNES;33;26988122;2236031645;8624172295;;80313;Ruta;1;80313;;
Ruta Dario Viernes;80315,CASA NEPTUNO;http://maps.google.com/?q=-34.782554,-55.556325;;2025-01-31T03:00:00.000Z;CADA VIERNES;34;26988122;2236031645;8624192681;;80315;Ruta;1;80315;;
Ruta Dario Viernes;81233, EL LOLO;"??????/// Marcador 26
2024/10/18 @ 17:14:54
http://maps.google.com/?q=-34.76251777156095,-55.745491571724415";;2025-01-31T03:00:00.000Z;CADA VIERNES;35;26988122;2236031645;8196647138;;81233;Ruta;1;81233;;
Ruta Dario Viernes;80321, VERONICA, LA MARQUEZA;;;2025-01-31T03:00:00.000Z;CADA VIE;36;26988122;2236031645;8722226552;;80321;Ruta;1;80321;;
Ruta Dario Viernes;11998, CARLOS BONAHON;??/// http://maps.google.com/?q=-34.75640064350952,-55.724070444703095;;2025-01-31T03:00:00.000Z;CADA VIERNES;37;26988122;2236031645;8778699375;;11998;Ruta;1;11998;;
Ruta Dario Sabado;22144, PANADERIA FLORESTA;????/// http://maps.google.com/?q=-34.754395290362,-55.674883760511;;2025-02-01T03:00:00.000Z;cada sabado;1;26988122;2236031650;3898370637;;22144;Ruta;1;22144;;
Ruta Dario Sabado;22644, PAULA JUAREZ;??/// http://maps.google.com/?q=-34.75438427180358,-55.67569009959698;;2025-02-01T03:00:00.000Z;cada sabado;2;26988122;2236031650;3898370683;;22644;Ruta;1;22644;;
Ruta Dario Sabado;61833, DOBENCO S.A.;??/// http://maps.google.com/?q=-34.683839803383904,-55.70250414311886;;2025-02-01T03:00:00.000Z;cada sabado;3;26988122;2236031650;3898370602;;61833;Ruta;1;61833;;
Ruta Dario Sabado;61731, PANADERIA LA NUEVA SOCA;??/// http://maps.google.com/?q=-34.6841342494909,-55.7017960399389;;2025-02-01T03:00:00.000Z;cada sabado;4;26988122;2236031650;3898370596;;61731;Ruta;1;61731;;
Ruta Dario Sabado;61428, LUCHO;??/// http://maps.google.com/?q=-34.684200968407076,-55.701396055519574;;2025-02-01T03:00:00.000Z;cada sabado;5;26988122;2236031650;3898370588;;61428;Ruta;1;61428;;
Ruta Dario Sabado;80263,SALON EL CHINO;"??/// Marcador 50
2024/10/24 @ 12:43:29
http://maps.google.com/?q=-34.68437213070302,-55.70525717974649";;2025-02-01T03:00:00.000Z;CADA SABADO;6;26988122;2236031650;7562476046;;80263;Ruta;1;80263;;
Ruta Dario Sabado;61493, EVA MARRERO;;;2025-02-01T03:00:00.000Z;cada sabado;7;26988122;2236031650;3898370583;;61493;Ruta;1;61493;;
Ruta Dario Sabado;61920,Auto LayBon ( Cancha Soca );??/// http://maps.google.com/?q=-34.68256716659339,-55.6979936733842;;2025-02-01T03:00:00.000Z;cada sabado;8;26988122;2236031650;3998770362;;61920;Ruta;1;61920;;
Ruta Dario Sabado;61494, PROV. ANDREA VIVIANA ACOSTA;??/// http://maps.google.com/?q=-34.683401992067836,-55.70271838456392;;2025-02-01T03:00:00.000Z;CADA SABADO;9;26988122;2236031650;6011359012;;61494;Ruta;1;61494;;
Ruta Dario Sabado;61642, PROVISION LUCAS;??/// http://maps.google.com/?q=-34.68761541636025,-55.70274788886309;;2025-02-01T03:00:00.000Z;cada sabado;10;26988122;2236031650;3898370623;;61642;Ruta;1;61642;;
Ruta Dario Sabado;61905, BAR SAN CONO;????/// http://maps.google.com/?q=-34.73924200624547,-55.68182598799467;;2025-02-01T03:00:00.000Z;cada sabado;11;26988122;2236031650;3898370576;;61905;Ruta;1;61905;;
Ruta Dario Sabado;23450, ROSARIO LEMAS MENTA Y ALVAREZ (1.5%dto);"??/// Marcador 202
lat/lng: (-34.75915,-55.67704)
http://maps.google.com/?q=-34.75915186470984,-55.67704427987337";;2025-02-01T03:00:00.000Z;cada sabado;12;26988122;2236031650;3898370669;;23450;Ruta;1;23450;;
Ruta Dario Sabado;22791, KIOSCO TIA ISA;??/// http://maps.google.com/?q=-34.76845873049822,-55.65431691706180;;2025-02-01T03:00:00.000Z;cada sabado;13;26988122;2236031650;3898370660;;22791;Ruta;1;22791;;
Ruta Dario Sabado;80283,ALM.EL ONCE;??/// http://maps.google.com/?q=-34.771273, -55.757842;;2025-02-01T03:00:00.000Z;cada sabado;14;26988122;2236031650;8010604887;;80283;Ruta;1;80283;;
Ruta Dario Sabado;12901, HERNANDEZ CAMARGO (Marindia);??/// http://maps.google.com/?q=-34.771702253015654,-55.81950109452009;;2025-02-01T03:00:00.000Z;cada sabado;15;26988122;2236031650;8207994481;;12901;Ruta;1;12901;;
Ruta Dario Sabado;62663, BUENA ONDA;"????/// Marcador 159
lat/lng: (-34.772,-55.7612)
[http://maps.google.com/?q=-34.77199969117218,-55.7612032815814](http://maps.google.com/?q=-34.77199969117218,-55.7612032815814)";;2025-02-01T03:00:00.000Z;cada sab;16;26988122;2236031650;8322890084;;62663;Ruta;1;62663;;
Ruta Dario Sabado;12269, AILEN CARDOZO ALBARENGO;"??/// Marcador 71
lat/lng: (-34.77281,-55.82666)
[http://maps.google.com/?q=-34.77280827689024,-55.82666393369436](http://maps.google.com/?q=-34.77280827689024,-55.82666393369436)";;2025-02-01T12:00:00.000Z;cada sab 9:00;17;26988122;2236031650;8322886299;;12269;Ruta;1;12269;;
Ruta Dario Sabado;62867,GORDIOLA Ma SUSANA;"????/// Marcador 153
lat/lng: (-34.77486,-55.76235)
[http://maps.google.com/?q=-34.7748616524246,-55.76235327869654](http://maps.google.com/?q=-34.7748616524246,-55.76235327869654)";;2025-02-01T12:00:00.000Z;cada sab 9:00;18;26988122;2236031650;3909404762;;62867;Ruta;1;62867;;
Ruta Dario Sabado;62775, PALMIRA GADEA;"????/// Marcador 154
lat/lng: (-34.77401,-55.76178)
[http://maps.google.com/?q=-34.77400681989089,-55.761782974004745](http://maps.google.com/?q=-34.77400681989089,-55.761782974004745)";;2025-02-01T12:00:00.000Z;cada sab 9:00;19;26988122;2236031650;3884676500;;62775;Ruta;1;62775;;
Ruta Dario Sabado;11910, LA 1 ALEJANDRA PAGANI (Parque del Plata);????/// http://maps.google.com/?q=-34.76939734636797,-55.72957701981068;;2025-02-01T03:00:00.000Z;cada sab;20;26988122;2236031650;8655700740;;11910;Ruta;1;11910;;
Ruta Dario Sabado;62935, KIOSCO DISCO;"??/// Marcador 3
lat/lng: (-34.77162,-55.76135)
[http://maps.google.com/?q=-34.77161550001806,-55.76135147362947](http://maps.google.com/?q=-34.77161550001806,-55.76135147362947)";;2025-02-01T03:00:00.000Z;cada sabado;21;26988122;2236031650;8778181912;;62935;Ruta;1;62935;;
